"","Factor1","Factor2","Factor3","Factor4","Factor5","Factor6","Factor7","Factor8","Factor9","Factor10","Factor11","Factor12","Factor13","Factor14","Factor15"
"rs877309",-0.0226609520614147,0.0621320307254791,-0.0400689244270325,-0.00201864168047905,0.00934360548853874,-0.0596123561263084,-0.0502885840833187,-0.0129906078800559,-0.0363220013678074,-0.00127329281531274,-0.000572292658034712,-0.0307473037391901,-0.0252121444791555,0.0022093488369137,0.00146003207191825
"rs3818562",0.0213374868035316,-0.0668981298804283,0.00542296329513192,-0.014228705316782,0.00831328053027391,0.0293407943099737,-0.00490008434280753,-0.00990526471287012,-0.0247415583580732,-0.0745488479733467,0.0589968524873257,0.0350266993045807,0.0727993994951248,0.0136765250936151,0.00220387172885239
"rs6626309",0.0508018247783184,-0.0743347257375717,0.0013379828305915,-0.000135850714286789,-0.0011958620743826,0.015729732811451,-0.00368893938139081,0.001244823099114,0.037592351436615,0.057522926479578,0.00836722832173109,-0.00434319674968719,0.0175774563103914,-0.011296670883894,0.0160047207027674
"rs6546473",0.0439729727804661,-0.144264295697212,0.0119202360510826,-0.0246846657246351,-0.017192866653204,0.0726946443319321,0.0372257493436337,0.0908515751361847,0.0477921850979328,-0.0306961517781019,0.0796546339988708,0.139618426561356,-0.00888246949762106,0.0216091684997082,0.00234717573039234
"cg27260772",0.112811669707298,-0.449265092611313,0.00411349907517433,-0.0847420245409012,-0.0115031590685248,-0.00119409977924079,-0.332042783498764,0.261452674865723,0.0086952019482851,0.031170891597867,0.0445022620260715,-0.00214434508234262,-0.0437354221940041,-0.0243380218744278,-0.208618894219398
"rs939290",-0.0128776729106903,-0.0532941892743111,-0.0109114479273558,0.00378122250549495,-0.00359043083153665,-0.00252100126817822,-0.00681409053504467,0.0792036429047585,-0.00172696984373033,-0.0412600561976433,0.0310805626213551,0.0254849437624216,0.00617081485688686,-0.011338978074491,0.0165388509631157
"rs2804694",-0.0365042164921761,0.0229726433753967,-0.00353830098174512,0.0106382658705115,-0.016980953514576,-0.0459704510867596,0.0391340330243111,-0.0461538322269917,0.0637248679995537,-0.029468996450305,-0.064307302236557,-0.0142927970737219,0.0239451434463263,0.0012843175791204,-0.00146623188629746
"rs10774834",-0.0201302263885736,-0.0683570802211761,-0.0101501755416393,-0.00165605673100799,0.00397447869181633,-0.0259092953056097,-0.00151901436038315,-0.0415633656084538,0.0239789467304945,0.0504600964486599,0.0215500444173813,0.0136620784178376,0.00157836335711181,0.0439709350466728,0.0870903357863426
"rs1941955",0.010587434284389,0.0381183549761772,-0.00312924105674028,0.0243219267576933,0.00207964982837439,-0.0406177826225758,0.0199650358408689,0.0118104796856642,0.0551060363650322,-0.0436472184956074,-0.0613626502454281,-0.0694248676300049,-0.0149682490155101,-0.0140148643404245,-0.00661130156368017
"rs9292570",-0.00998774077743292,0.0518135987222195,-0.00185515952762216,-0.00244562234729528,-0.00448194984346628,0.00753129972144961,-0.0568953640758991,-0.0158691555261612,-0.0781082883477211,-0.0260590258985758,-0.00329962931573391,-0.030634755268693,-0.00922748260200024,-0.0102029284462333,0.0118053331971169
"cg17463633",-0.368920624256134,-0.228769987821579,0.00340100168250501,0.423960894346237,0.00136347103398293,0.0507572814822197,-0.120378658175468,-0.0451610833406448,0.128099709749222,-0.0309841651469469,0.00561858853325248,-0.0312177818268538,0.0397744961082935,0.00381371262483299,0.0804493725299835
"cg01893212",0.489728540182114,0.107635825872421,0.00200283527374268,0.0626898258924484,-0.00384651799686253,0.0726241692900658,0.07900270819664,-0.0677944645285606,-0.278235286474228,0.0338592566549778,0.00538479629904032,-0.0528119057416916,-0.0862555578351021,-0.0209903884679079,-0.0802791640162468
"rs7746156",-0.0126925902441144,0.0627083480358124,-0.0017553815850988,0.0328186601400375,0.00453121541067958,0.0411075577139854,0.0720541998744011,-0.0450829565525055,-0.0040173982270062,0.0260928925126791,-0.0292869191616774,0.00224739708937705,-0.0241637229919434,-0.0106578283011913,0.0383440442383289
"rs6426327",0.0294723566621542,-0.124698236584663,0.00579619826748967,-0.00191575952339917,-0.0249625835567713,0.0921838730573654,0.00132545630913228,0.070152148604393,0.0369796492159367,-0.023369736969471,0.0915513560175896,0.113734766840935,-0.00744719337671995,-0.0292162224650383,0.00959226675331593
"rs6982811",-0.026508167386055,-0.0549463219940662,-0.00992012396454811,-0.00171771971508861,-0.00887252483516932,-0.00357956858351827,-0.0261007994413376,-0.0248327851295471,0.0294674206525087,-0.0875039473176003,0.108073234558105,0.0448470897972584,0.0190513413399458,-0.0319801084697247,0.0105100562795997
"rs10457834",0.00227186176925898,0.093177817761898,-0.000973538670223206,-0.0058697029016912,-0.00260315579362214,-0.0358564220368862,0.085246354341507,0.0257753245532513,-0.0285266898572445,0.0291037019342184,-0.0285546500235796,-0.0198097042739391,-0.101222716271877,0.00539046106860042,-0.0192106664180756
"rs1510480",0.0293974615633488,-0.0506970174610615,-0.00581459421664476,0.00657498789951205,-0.0326516628265381,0.0474986657500267,0.0379502139985561,0.00603510579094291,-0.0901700258255005,-0.0938527882099152,0.0353035517036915,0.00937364250421524,0.0156060084700584,0.00431198300793767,0.019381657242775
"rs1019916",-0.0302331633865833,0.0501480214297771,0.0242200829088688,0.00608611619099975,-0.0337173826992512,-0.0334174931049347,-0.0492226481437683,-0.0230076126754284,-0.000791626400314271,-0.0115670002996922,-0.00148376042488962,0.0067779216915369,-0.00812169536948204,-0.00284749176353216,-0.0115595394745469
"rs11249206",0.0311728660017252,-0.00205166940577328,-0.0132980644702911,-0.0746278688311577,0.00249997735954821,-0.00449069170281291,0.000500607769936323,-0.00040442228782922,0.0429440960288048,-0.0784124881029129,0.0288541726768017,0.00763049768283963,-0.037405077368021,-0.0491263829171658,0.0183819923549891
"rs7660805",-0.0183831974864006,0.0182876605540514,-0.0132865104824305,-0.00985558703541756,-0.00943202059715986,-0.0744070783257484,0.013217618688941,-0.00500286277383566,0.0335802882909775,0.0139464531093836,-0.0507197491824627,-0.0535442307591438,-0.0105090001598001,0.0586179383099079,-0.0451964847743511
"cg22348992",-0.241524383425713,-0.053980115801096,-0.00734290620312095,0.505323588848114,-0.00213591544888914,0.119030185043812,0.101098209619522,-0.0166520848870277,0.108223617076874,0.233128428459167,-0.000231144847930409,-0.0191537290811539,0.040564451366663,0.130835443735123,-0.00352776632644236
"rs2468330",-0.00281574646942317,-0.0282197389751673,-0.0144263505935669,-0.0120932199060917,-0.00617084791883826,0.017280850559473,-0.0364925675094128,0.0140810878947377,0.00688651530072093,-0.0223975162953138,0.00806011725217104,0.0219798441976309,0.0218297559767962,-0.0210066195577383,-0.0170694291591644
"rs5936512",-0.00619814684614539,-0.0473612621426582,-0.000127577077364549,-0.0266454331576824,-0.0250002779066563,0.0071488288231194,-0.00360117689706385,0.0321011431515217,0.029773423448205,-0.0308502595871687,0.00631489558145404,0.00777606200426817,0.0330169014632702,-0.0443220548331738,-0.0225360319018364
"rs4742386",0.0360084474086761,-0.0432885959744453,0.00872449949383736,0.0192911326885223,0.00457934616133571,0.0161600690335035,-0.0289326217025518,0.0107412682846189,0.023708188906312,0.0275143552571535,0.00196570204570889,0.00555407954379916,0.0365903079509735,-0.0171041041612625,-0.0321975760161877
"rs739259",0.0215033423155546,-0.0645469576120377,0.0179320238530636,-0.003339022397995,0.00201031472533941,0.0120228184387088,-0.0200679507106543,0.0310801919549704,0.0542309433221817,-0.0224748514592648,0.0123481163755059,0.0230730194598436,0.00146225874777883,-0.0159244034439325,-0.054760605096817
"cg09094964",-0.214968711137772,0.0612803772091866,-0.0019068046240136,0.176396623253822,-0.00753967417404056,0.363999307155609,-0.336552113294601,0.119977682828903,-0.0402615107595921,-0.204137936234474,0.0129310945048928,0.00983352307230234,0.170811489224434,0.0903280824422836,-0.0170164816081524
"cg00211215",0.0731610655784607,-0.0349313169717789,0.00133529270533472,0.074696771800518,0.00980078708380461,0.0186839289963245,-0.0308998879045248,-0.0294974036514759,0.00292778597213328,-0.0253859777003527,-0.00255447719246149,0.00866284314543009,0.0369843617081642,0.00454501854255795,-0.011063908226788
"rs1945975",0.00655051926150918,-0.00186204782221466,0.0102953435853124,0.0306996498256922,0.00517793884500861,0.0179748423397541,0.0263690482825041,-0.0283090826123953,-0.107642725110054,-0.0516809336841106,0.00816188659518957,-0.0176437217742205,-0.0465011410415173,-0.0196227133274078,-0.00760703207924962
"rs951295",-0.0108069898560643,-0.042853519320488,0.0145587855949998,-0.00325162056833506,0.00749816326424479,-0.00732275145128369,-0.0498451925814152,-0.0249867793172598,0.0627379640936852,-0.0217522196471691,0.00813695322722197,0.0178841147571802,0.0138960499316454,-0.0423984006047249,-0.055430606007576
"rs348937",0.00443964125588536,0.0397516563534737,0.00191448454279453,0.0251874551177025,-0.00878081936389208,-0.0598349459469318,0.0155379753559828,-0.00447080982849002,-0.0431758277118206,-0.0106380814686418,-0.0131323104724288,-0.0504245050251484,-0.00857274793088436,-0.0427220314741135,-0.0266183465719223
"rs9363764",-0.00220064539462328,0.0451417975127697,-0.0474462695419788,0.0517523810267448,0.0104192066937685,-0.022284384816885,0.0265889409929514,-0.0264564324170351,0.00019257549138274,0.0299722235649824,-0.0484850034117699,-0.0892696231603622,-0.0173163898289204,-0.0118404300883412,0.0212602484971285
"rs10796216",-0.0187504589557648,0.028817854821682,0.0131114907562733,-0.00730295013636351,-0.00305679184384644,-0.0331754237413406,0.020314896479249,-0.0654778182506561,-0.0106593295931816,0.0891867354512215,-0.0388252586126328,0.00358970859088004,-0.0171049721539021,0.00089809758355841,0.0184007212519646
"rs2125573",-0.0174112226814032,-0.0321984775364399,0.0277778226882219,-0.0010565334232524,-0.00567116867750883,-0.0527303256094456,0.00157015491276979,0.0172364935278893,-0.00388557952828705,-0.0769163444638252,-0.00235198508016765,0.036818590015173,0.0178100392222404,-0.0233744513243437,0.0794429257512093
"cg17882374",-0.168836310505867,-0.202741071581841,0.010473414324224,0.0670490339398384,0.00799383036792278,0.1966812312603,-0.250664681196213,0.202491939067841,-0.128552183508873,0.105030313134193,0.00546267349272966,0.0120813902467489,0.184527188539505,0.17198146879673,0.0653043389320374
"cg09557387",0.410016179084778,0.0382782779633999,0.00036806843127124,0.00117221113760024,0.0155966728925705,0.140232115983963,-0.034030944108963,0.085786797106266,-0.219077527523041,0.187764599919319,-0.0666488930583,0.0592212788760662,0.0275839045643806,-0.03610435500741,-0.0108850114047527
"cg14715697",-0.241955354809761,-0.119715578854084,0.00228291982784867,0.542571544647217,-0.00936192367225885,0.122745454311371,0.105714038014412,-0.0273870453238487,0.0991317629814148,0.0942257419228554,0.0464267283678055,0.0375163368880749,0.0929828137159348,0.0813666135072708,0.0339677110314369
"rs10882854",-0.0473445802927017,0.128000929951668,-0.0199129097163677,0.0159240737557411,0.0119440006092191,-0.0242425259202719,0.0110053746029735,-0.0829861983656883,0.00184177106712013,0.0418445616960526,-0.0672814175486565,-0.109139032661915,-0.0483197271823883,-0.0141251040622592,-0.0223750378936529
"cg23179456",0.473823726177216,0.136234194040298,0.0355204120278358,-0.0443756356835365,-0.00177494529634714,0.101360842585564,0.108528234064579,-0.0605892390012741,0.2540083527565,-0.0888075903058052,0.0564047284424305,-0.0532331019639969,0.0794279724359512,0.0232488792389631,-0.0994310304522514
"cg24506221",0.0966293141245842,-0.148053735494614,-0.0159493628889322,-0.0377563796937466,-0.00778360525146127,-0.113836221396923,0.00887107383459806,-0.018375089392066,0.0743780061602592,0.0160692650824785,-0.0530354455113411,-0.0159330051392317,0.0387308672070503,-0.0325602330267429,0.00933959055691957
"rs1414097",0.0226344559341669,-0.0374692976474762,0.00804326683282852,-0.0243961550295353,-0.015859005972743,0.0349438302218914,-0.00396449584513903,-0.0198627542704344,0.00404592975974083,0.0422318056225777,0.0651018694043159,0.0717708021402359,-0.0321227572858334,0.0330463796854019,-0.00733169075101614
"rs2235751",0.0356641933321953,-0.0704424232244492,-9.96295784716494e-05,-0.00642981752753258,-0.0243483558297157,-0.0111370282247663,0.000885594869032502,0.00491495802998543,0.0489633083343506,0.00419289572164416,0.0558458492159843,0.0698938891291618,0.0504293628036976,-0.0174657367169857,0.0423158742487431
"cg27493151",0.321877241134644,0.0640505999326706,0.00252604694105685,0.0708914175629616,0.00793699361383915,-0.0742087289690971,0.0960888937115669,-0.116727061569691,0.0301269181072712,-0.00606354745104909,0.0265430435538292,0.0098491283133626,0.411369621753693,0.0682038813829422,0.0912397354841232
"rs4331560",0.0334296748042107,-0.00781187228858471,0.0202430114150047,-0.00972191244363785,-0.00395473837852478,0.00552614312618971,0.00183270196430385,0.0317855551838875,-0.0512931048870087,-0.00235560187138617,-0.0055405399762094,0.0314377918839455,0.0190879255533218,0.0581090971827507,-0.00447482243180275
"rs2521373",0.00319552468135953,0.0085445623844862,-0.0380621291697025,-0.00855655502527952,0.0159250386059284,0.0777646452188492,0.0589310042560101,-0.00902865082025528,-0.0544131062924862,-0.0101381074637175,0.0186936464160681,0.000141755779623054,0.067801721394062,-0.00218648160807788,0.0183351002633572
"cg20399616",0.473419517278671,-0.0424629896879196,-0.00145700015127659,0.0671864002943039,-0.0229835528880358,0.184011727571487,0.0409207046031952,0.00203120894730091,-0.147662997245789,0.100122846662998,-0.0403177291154861,-0.0179712940007448,-0.108482167124748,-0.0204344615340233,0.0583620332181454
"rs11034952",-0.0249799471348524,0.00139338651206344,-0.014575825072825,-0.0263603311032057,-0.00462495209649205,-0.0329139344394207,0.00366911035962403,-8.77364363986999e-05,-0.0771311298012733,-0.00283096171915531,0.0151380738243461,0.0255958251655102,-0.0511017218232155,0.0451802983880043,-0.0422986932098866
"cg07813142",0.411129206418991,-0.133462399244308,0.00449483934789896,0.00863293372094631,-0.00488437945023179,0.245767295360565,-0.0192835535854101,-0.0686743333935738,0.03404401242733,-0.0249408818781376,0.0583307072520256,0.0194977726787329,-0.0577054917812347,-0.0324229523539543,-0.0410605221986771
"cg23357130",0.142499178647995,-0.397173136472702,0.00470636878162622,-0.0021883009467274,0.0158299971371889,-0.0794662833213806,0.200365662574768,-0.0735612884163857,-0.0534239448606968,0.085504487156868,-0.00435604760423303,0.0161716025322676,0.251504719257355,-0.0573727190494537,-0.0221790801733732
"cg14193007",-0.134080305695534,-0.171688571572304,-0.0211589001119137,0.0045400089584291,-0.0140453958883882,0.165263548493385,-0.192690923810005,-0.0837291106581688,-0.143274456262589,-0.157431900501251,0.00614143908023834,-0.0297419354319572,0.231864362955093,0.044281680136919,0.00407185824587941
"cg20693607",0.35490283370018,0.151726007461548,-0.162318855524063,-0.127268612384796,-0.00178777717519552,0.379679054021835,-0.147160813212395,0.0907941460609436,0.209015771746635,0.0494288802146912,0.0300101712346077,-0.0181743744760752,0.0793831869959831,-0.0700648725032806,0.0127906193956733
"rs966367",0.0254469085484743,-0.0704953223466873,-0.016849722713232,-0.0061045871116221,0.000478170491987839,0.0181027241051197,-0.0351064093410969,-0.00620762165635824,0.00324940169230103,-0.00650548050180078,0.0438357666134834,0.101964265108109,0.0672394707798958,0.00597839616239071,-0.00510192988440394
"cg13251533",-0.254442393779755,-0.292384803295135,-0.00303672952577472,0.118632256984711,-0.00434913812205195,0.160917609930038,-0.0337564870715141,-0.169855684041977,-0.225311040878296,-0.111837238073349,0.017442686483264,-0.00305055920034647,0.15662607550621,0.0586233139038086,0.108917154371738
"cg02467990",0.468970358371735,0.101366430521011,0.00016364197654184,0.0513979233801365,-0.00225318968296051,0.0667514726519585,0.0781741142272949,-0.0653013810515404,-0.271454393863678,0.037087619304657,0.00443774368613958,-0.0370922237634659,-0.0976562201976776,-0.0235467534512281,-0.0768362432718277
"cg24751154",-0.249279573559761,-0.06300338357687,0.00657209660857916,0.647625386714935,0.00108404492493719,-0.107156470417976,-0.0434648245573044,-0.148384720087051,0.0192572921514511,-0.149403214454651,0.0194279365241528,0.0151849379763007,0.0364875681698322,-0.0376845486462116,-0.0364151075482368
"cg08435683",-0.280639588832855,-0.318600177764893,-0.1175656914711,0.0849514380097389,0.00035825974191539,0.108522988855839,0.00175811187364161,-0.0781127363443375,-0.231316611170769,-0.0508950240910053,0.00746942264959216,0.00157382502220571,0.111922688782215,0.0757312402129173,0.269732415676117
"rs1467387",0.00857826136052608,-0.0708943828940392,0.00125817523803562,-0.00605855928733945,-0.0137572214007378,0.0364914946258068,0.0154085736721754,0.0715416744351387,0.0292443260550499,-0.0437380708754063,0.024344889447093,0.120910294353962,0.00269034947268665,0.00173222192097455,0.0107842935249209
"cg08862890",0.466196626424789,-0.020065126940608,0.00479886401444674,0.134439781308174,0.00411188509315252,0.0591387115418911,-0.0220462791621685,-0.0742440447211266,-0.245328262448311,-0.0595184601843357,0.00126739451661706,-0.0425584204494953,-0.086786761879921,-0.0219986494630575,0.0335605852305889
"cg19980771",0.389449417591095,0.0484012104570866,1.40532520163106e-05,0.0818013772368431,-0.0378485545516014,0.159498423337936,0.101958982646465,0.0733373612165451,-0.0224223621189594,0.0057924622669816,-0.0147714531049132,8.54923055157997e-05,-0.00921794213354588,0.0483049713075161,-0.00934082269668579
"cg02027945",0.471828490495682,-0.0344337113201618,-0.00623429240658879,0.123245358467102,0.0206941813230515,-0.0426852516829967,0.0761005654931068,0.0633739307522774,-0.046497568488121,0.00900111068040133,0.00367236882448196,-0.0755633115768433,-0.106458254158497,0.0185660850256681,0.128216505050659
"cg11863717",0.436904937028885,0.115776032209396,-0.00146965112071484,0.0109110232442617,0.0267388876527548,0.0109580419957638,0.116953290998936,0.0712535306811333,0.224439606070518,0.00279227597638965,-0.0102935982868075,-0.0108013181015849,0.0379475206136703,-0.0680442005395889,0.00579325342550874
"cg08901662",0.452830284833908,0.0171982813626528,0.0327691696584225,0.135867983102798,-0.00232472061179578,0.141632661223412,0.0838389843702316,0.0238514132797718,0.0198542214930058,0.05591906234622,-0.00148828304372728,-0.0523743256926537,0.0111498702317476,-0.0265437494963408,0.0407090373337269
"cg27586797",0.007050396874547,0.104584604501724,0.00696807261556387,0.0678965076804161,0.00531083811074495,0.018455233424902,0.0027284543029964,-0.00372657715342939,-0.00504678394645452,0.034257847815752,-0.0591218955814838,-0.0608013719320297,-0.0501212105154991,0.0150453355163336,0.00157552666496485
"cg22784954",0.434574156999588,0.0474129505455494,0.0327222608029842,0.0237047355622053,0.0162124503403902,0.147834151983261,0.156326666474342,0.00669190054759383,-0.273704648017883,-0.00746277719736099,0.0105121098458767,-0.00982626434415579,-0.0177167877554893,-0.00499152578413486,-0.00729842158034444
"cg14262681",0.320385277271271,-0.269937753677368,-0.0671543702483177,0.335990369319916,-0.00258633145131171,-0.054019033908844,0.0352857485413551,0.00123266375157982,0.0402196235954762,0.122762627899647,-0.00467681931331754,-0.0111266393214464,-0.0820604488253593,-0.029262101277709,-0.00695401802659035
"cg03692651",0.271625608205795,-0.33944234251976,-0.00157839979510754,0.239025637507439,-0.00363556668162346,-0.104892812669277,0.0760501325130463,-0.0713956952095032,-0.092350922524929,-0.13702929019928,0.0185625739395618,-0.0682412385940552,-0.066796712577343,-0.0520013645291328,-0.0503668896853924
"cg00467244",0.31782203912735,-0.0216623358428478,0.160058706998825,0.159054324030876,-0.0128799248486757,0.0990941300988197,-0.0760681182146072,-0.195108592510223,0.164827942848206,0.0485442876815796,-0.0710964426398277,0.0796589180827141,0.213856518268585,0.0858433321118355,0.130327478051186
"cg13879483",0.484924167394638,-0.00952518358826637,-0.022185992449522,0.00114544888492674,-0.00950723513960838,-0.0282344631850719,0.084981732070446,0.0079037444666028,0.00256063463166356,-0.0516241528093815,0.0115770045667887,0.0275471769273281,-0.0697715505957603,0.0454198159277439,0.0337471179664135
"cg22473620",0.437598586082458,-0.0285554341971874,-0.00277742464095354,-0.0604224987328053,0.00323303788900375,0.128594651818275,0.0599511079490185,-0.0534962899982929,0.316911190748215,-0.12727764248848,-0.00674560992047191,0.00223286426626146,0.116520784795284,0.0726631954312325,0.0767126232385635
"rs845016",-0.0138181792572141,0.053736250847578,-0.00528155406937003,0.00556467054411769,-0.0022756417747587,-0.0363392531871796,-0.0487709008157253,0.0472940281033516,-0.000711104134097695,0.0320281609892845,-0.0353715792298317,-0.0154937766492367,0.0304043143987656,-0.0032315356656909,0.00744665786623955
"cg12036633",-0.0221278164535761,0.0360502526164055,-0.000348511966876686,-0.0154375853016973,0.00180597091093659,0.00593532202765346,0.00907287001609802,-0.0258774030953646,0.0234333164989948,-0.00795460026711226,-0.0373111143708229,-0.0379191488027573,-0.0363360568881035,0.0298949833959341,-0.0348725542426109
"cg21941030",0.438018172979355,0.216481164097786,0.00472631119191647,0.00639307731762528,-0.00487979780882597,-0.0237125325948,-0.0447942391037941,-0.0302957817912102,0.13819208741188,-0.149553924798965,0.0242894254624844,-0.0159607194364071,0.0120303258299828,-0.0217353887856007,-0.0592495128512383
"cg06404175",0.417615830898285,-0.210473358631134,0.00580863514915109,-0.00688702426850796,0.000414574256865308,0.268908530473709,-0.0302770119160414,0.0139890955761075,0.117657989263535,0.028244050219655,0.000172120853676461,0.0211698450148106,-0.0534731820225716,0.000145281795994379,-0.000129794483655132
"cg09695735",0.426645576953888,-0.0954679995775223,0.0227723401039839,-0.0239242296665907,-0.00509649468585849,0.164505690336227,-0.00877474341541529,-0.0773580968379974,0.0718990042805672,-0.072432316839695,-0.0160293318331242,-0.00284130405634642,0.0626961588859558,-0.0324464030563831,-0.0133838346228004
"rs715359",-0.014018771238625,0.0765816867351532,0.00041922542732209,-0.00144496199209243,0.00367340259253979,0.00979443732649088,-0.00148780201561749,-0.022600781172514,-0.0644783675670624,0.0205490775406361,-0.0143026765435934,-0.0181141756474972,-0.0376645363867283,9.32516850298271e-05,-0.0273673236370087
"cg22830113",0.428161829710007,-0.0185771808028221,0.0100993225350976,0.02982047945261,0.00248510693199933,0.0616980977356434,0.12243264913559,-0.0976699143648148,-0.275642186403275,0.0296234134584665,0.00434294436126947,-0.000216466723941267,0.0967964828014374,-0.027821684256196,3.48487446899526e-05
